8710400335795	0.98	390	96	0	0	0	96	0	0
2302893000005	0.15	114	0	1.6	1.9	0	0	80	20.5
2374713000007	-0.05	225	0.3	8	8	0	3.5	93	12.8
4992	2	NA	NA	NA	NA	NA	NA	NA	NA
8718265086340	0.92	236	12	0.1	0.2	2.8	14	0	42
8710400455264	1	NA	NA	NA	NA	NA	NA	NA	NA
8710400010814	0.12	293	0	9.6	13	0	2.5	150	10.9
2273520000005	0.95	262	2	1.2	2.2	5.9	45	1	9.5
2273520000005	0.95	262	2	1.2	2.2	5.9	45	1	9.5
8710400373964	0	15	0.4	0	0	2	0.6	0	2.5
8710400354390	-0.57	38	1	0.3	1.8	0.4	1	0	3.8
8710400001560	1	80	12.7	0.8	0.4	0	13.5	4	3.2
8710400331025	1.23	35	0	0	0	1.2	4.8	0	3.5
8710400231172	0.92	91	11	0.5	2.2	0.4	12	0	4.7
8718265656185	2	NA	NA	NA	NA	NA	NA	NA	NA
8718265745841	0	NA	NA	NA	NA	NA	NA	NA	NA
8713300069319	1	47	10.5	0	0	0.1	10.5	0	0.7
4015600576110	0	NA	NA	NA	NA	NA	NA	NA	NA
5410076734429	0	NA	NA	NA	NA	NA	NA	NA	NA
8710449913671	-2	NA	NA	NA	NA	NA	NA	NA	NA
8710400380665	0	NA	NA	NA	NA	NA	NA	NA	NA
8710482530958	-0.1	321	3.4	13.5	10.5	0	3.4	70	13.7
3083681025484	0.73	41	0.8	1.5	0.8	0.5	3	0.1	1
3083681002393	1	365	7.5	0	2.4	0.2	75	0	8.9
8710400153603	0.65	16	0.2	0	0	2.5	0.3	0	2.7
5135	1.83	86	18.2	0	0.1	2	18.8	0	1.2
8713300802046	0.98	343	1.1	22.5	12.5	0	1.2	100	2.8
8710477300368	0.82	874	0	48.5	49.5	0	0	0	0
5449000028853	-2	NA	NA	NA	NA	NA	NA	NA	NA
8710496977190	-0.07	457	68	9.5	5.8	7	70	0	4.5
8710496976650	0.5	227	0	3.8	11.2	0	0	82	20.9
3291810024752	-2	NA	NA	NA	NA	NA	NA	NA	NA
3291810024783	-1.35	292	24	7.9	4.3	2.8	38.1	110	5.3
8710400335481	1.12	46	4.8	0.9	0.3	0	4.8	5	3.4
8710400310433	0.35	242	6.4	1	1.9	5.5	44.5	1	6.2
8710400572671	0.75	192	0	5.8	5.1	0	0	77	19.3
8710400214380	-1.38	461	25	10	9.1	2.5	58	45	5.5
2206450000005	0	NA	NA	NA	NA	NA	NA	NA	NA
8713500008453	1.05	54	11.8	0	0	2.3	12	0	0.4
8715000013272	0.12	251	NA	NA	NA	0.1	27	NA	10.2
8710400200598	1.85	11	0	0	0	1.1	0.9	0	1.2
8710400378488	1.07	157	0	1.5	1.7	0	0	35	30
8710861986833	-0.75	229	0	3.3	8	0.5	12	40	15
109	1.85	14	1.8	0	0	0.9	2.2	0	0.6
8710398159489	-0.57	353	0	2.5	9	20	35	0	15
8712566394609	-0.85	361	5.5	0	1.5	1.7	75	0	10
8710243926105	-0.48	374	0	21	8.3	0	0	89	24.7
8712800035688	0.65	878	0	86.5	8	0	0	0.6	0.8
8712800035626	1.38	68	14.1	0.1	0.4	7	14.3	0	1.2
8710400376590	0.12	75	0	0.1	0.1	0	0	70	18.4
8710400261889	2	NA	NA	NA	NA	NA	NA	NA	NA
2274350000005	0.23	49	0	0	0	0	0.7	0	11.1
8710400588993	1.38	209	0	7.4	7	0	0.8	67.8	19.1
8718265399150	2	NA	NA	NA	NA	NA	NA	NA	NA
8710508540473	-2	NA	NA	NA	NA	NA	NA	NA	NA
8718265784338	2	NA	NA	NA	NA	NA	NA	NA	NA
4213	2	36	2.4	0	0	3.5	6	0	2.4
8710412970915	-0.77	314	0	1	1	25	55	0	3.8
8710412970939	-0.85	878	0	86.5	8	0	0	0.6	0.8
8710412236219	-2	NA	NA	NA	NA	NA	NA	NA	NA
8710400379492	1.33	39	8.2	0	0	0	8.7	0	0.8
2352447000005	-0.4	136	1	2.3	4.4	0	1.5	55	17.4
8710400043737	1.42	256	2.9	1.3	2.3	5.7	45.6	1.5	7
8718265734623	2	NA	NA	NA	NA	NA	NA	NA	NA
8722800071623	2.02	36	5.4	0	0	2	6.5	0	0.8
8710400391241	0.77	129	0	2.1	2.9	0	1.7	38	18.2
8710400385165	0.72	349	74	0	0	0	75	0	11
8710400008682	-2	NA	NA	NA	NA	NA	NA	NA	NA
8710400377313	0.92	61	0.8	1.1	1.1	2.4	6.8	16	3.2
8710400013112	1	NA	NA	NA	NA	NA	NA	NA	NA
8710400405481	0.43	38	1	0.3	1.8	0.4	1	0	3.8
8710400629337	0.12	146	0	1.8	5	0	1.8	46.3	18.2
8710400015734	-0.2	458	68	9.5	5.1	3.5	70	0	6.5
8718265397811	-0.32	0	0	0	0	0	0	0	0
8710400010814	0.12	293	0	9.6	13	0	2.5	150	10.9
8718265574908	-1.27	232	4.8	4	4.5	1.5	24.5	20	11.5
8710400019930	1.12	33	4	0.1	0	0	4.5	5.5	3.4
8710400003465	-1.38	741	2.5	12	67.5	0	2.5	75	1.7
8718796024637	-2	NA	NA	NA	NA	NA	NA	NA	NA
8710400217107	0	NA	NA	NA	NA	NA	NA	NA	NA
8710400479086	0.45	57	4.5	1.5	1.7	1	5	6	1
8718265048065	1.48	127	0	1.9	1.8	0	0	50	21.8
8710400511977	1.18	0	0	0	0	0	0	0	0
8710400331025	1.23	35	0	0	0	1.2	4.8	0	3.5
2289210000002	0.23	49	0	0	0	0	0.7	0	11.1
8710400231172	0.92	91	11	0.5	2.2	0.4	12	0	4.7
2340577000002	2	NA	NA	NA	NA	NA	NA	NA	NA
8718265745841	0	NA	NA	NA	NA	NA	NA	NA	NA
8718265081970	0.3	39	NA	0.9	1.2	0	3.6	13	1.7
8718265809932	0.4	137	24	0	0	1.9	31.5	0	1
8718265810952	1	NA	NA	NA	NA	NA	NA	NA	NA
8712566411917	0	NA	NA	NA	NA	NA	NA	NA	NA
8710293054179	0.32	354	NA	NA	NA	10.5	69.3	NA	12.2
8710400200673	2	NA	NA	NA	NA	NA	NA	NA	NA
8710400045298	0	NA	NA	NA	NA	NA	NA	NA	NA
8718265810266	-0.62	338	0	18	9	0	0	100	22.5
8710400505631	0	NA	NA	NA	NA	NA	NA	NA	NA
5135	1.83	86	18.2	0	0.1	2	18.8	0	1.2
5000112544633	-2	NA	NA	NA	NA	NA	NA	NA	NA
5000112544572	-1.18	1	0	0	0	0	0.3	0	0
635	1.85	27	4.5	0	0	1.1	4.5	0	1.8
5414359922022	-2	NA	NA	NA	NA	NA	NA	NA	NA
8710400335481	1.12	46	4.8	0.9	0.3	0	4.8	5	3.4
87187069	-0.18	37	7	0	0	1.5	8.5	0	0
